ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-1148,Does your product comply with GDPR regulations This is affecting my work significantly.,Product Information,High,Email,Positive,Resolved,0.51,1.51,5,13,87,product comply gdpr regulation affecting work significantly,87,7
TKT-1149,"Hi there, What are the system requirements for your software Thank you for your help.",Product Information,Medium,Email,Negative,Resolved,9.31,65.61,4,15,85,system requirement software thank help,85,5
TKT-1150,"Hi team, What features are included in the premium plan I have been waiting for a while now.",Product Information,Medium,Email,Negative,Resolved,0.5,73.98,3,18,92,team feature included premium plan waiting,92,6
TKT-1151,"Hi team, The replacement item also arrived damaged Looking forward to your prompt response.",Returns & Refunds,High,Phone,Negative,Escalated,24.73,29.91,2,14,91,team replacement item also arrived damaged looking forward prompt response,91,10
TKT-1152,Does the product support integration with Salesforce Please help me resolve this as soon as possible.,Product Information,Medium,Web Form,Neutral,Resolved,49.68,102.32,4,16,101,product support integration salesforce please help resolve soon possible,101,9
TKT-1153,"Hi, Do you offer any educational or nonprofit discounts I need urgent assistance with this.",Product Information,Medium,Email,Negative,Resolved,5.26,17.44,4,15,91,offer educational nonprofit discount need urgent assistance,91,7
TKT-1154,"Dear Support, The return window has passed but the item is broken",Returns & Refunds,Low,Web Form,Positive,Resolved,13.4,48.32,5,12,65,dear support return window passed item broken,65,7
TKT-1155,"Hi there, The application keeps crashing when I open it Thank you for your help.",Technical Support,Low,Email,Negative,Pending,12.97,165.11,4,15,80,application keep crashing open thank help,80,6
TKT-1156,"Dear team, My account has been locked and I cannot access it I have been waiting for a while now.",Account Management,Medium,Web Form,Negative,Resolved,3.16,106.12,5,20,97,dear team account locked cannot access waiting,97,7
TKT-1157,"Hi there, I cannot verify my email address with the link sent Thank you for your help.",Account Management,Medium,Email,Negative,Resolved,2.99,10.42,5,17,86,cannot verify email address link sent thank help,86,8
TKT-1158,"Dear team, Please help me delete my account permanently Please help me resolve this as soon as possible.",Account Management,Medium,Web Form,Positive,Escalated,31.53,221.61,1,18,104,dear team please help delete account permanently please help resolve soon possible,104,10
TKT-1159,"Hi, Please process my refund to the original payment method I have been waiting for a while now.",Returns & Refunds,Medium,Email,Negative,Pending,20.3,29.45,2,18,96,please process refund original payment method waiting,96,7
TKT-1160,"Hello, Dashboard is not loading any data for me Please help me resolve this as soon as possible.",Technical Support,Medium,Email,Negative,Resolved,25.19,36.31,3,18,96,hello dashboard loading data please help resolve soon possible,96,9
TKT-1161,"Good day, Why was my card declined when making a payment Please help me resolve this as soon as possible.",Billing & Payments,High,Phone,Negative,Pending,4.26,13.86,2,20,105,good day card declined making payment please help resolve soon possible,105,11
TKT-1162,"Good day, The tracking number provided is not working Looking forward to your prompt response.",Shipping & Delivery,Medium,Phone,Neutral,Resolved,8.22,11.26,4,15,94,good day tracking number provided working looking forward prompt response,94,10
TKT-1163,"Hello, What languages does your platform currently support This is affecting my work significantly.",Product Information,Medium,Chat,Positive,Pending,7.86,40.17,4,14,99,hello language platform currently support affecting work significantly,99,8
TKT-1164,"Hi there, Is there an API available for custom integrations I have been waiting for a while now.",Product Information,Medium,Email,Negative,Resolved,25.31,82.79,5,18,96,api available custom integration waiting,96,5
TKT-1165,"Hello, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,High,Phone,Negative,Pending,4.78,18.46,3,15,93,hello cannot install application laptop looking forward prompt response,93,9
TKT-1166,"Hi, Please help me delete my account permanently Please let me know what steps I should take.",Account Management,High,Web Form,Neutral,Pending,0.5,21.47,2,17,93,please help delete account permanently please let know step take,93,9
TKT-1167,"Hi team, I need to schedule a redelivery for my parcel Thank you for your help.",Shipping & Delivery,Medium,Phone,Negative,Resolved,21.42,46.91,3,16,79,team need schedule redelivery parcel thank help,79,7
TKT-1168,"Hello, How do I initiate a return for an online purchase This is affecting my work significantly.",Returns & Refunds,Low,Chat,Negative,Escalated,7.22,79.59,2,17,97,hello initiate return online purchase affecting work significantly,97,8
TKT-1169,"Hi there, Subscription fee was deducted twice this month I need urgent assistance with this.",Billing & Payments,High,Chat,Positive,Pending,13.19,18.21,3,15,92,subscription fee deducted twice month need urgent assistance,92,8
TKT-1170,"To whom it may concern, My order has not arrived yet and it is overdue Thank you for your help.",Shipping & Delivery,Critical,Phone,Positive,Escalated,0.5,1.57,2,20,95,may concern order arrived yet overdue thank help,95,8
TKT-1171,"Hello, Can I exchange the product for a different size I have been waiting for a while now.",Returns & Refunds,Low,Chat,Negative,Resolved,1.12,148.88,5,18,91,hello exchange product different size waiting,91,6
TKT-1172,"Dear team, I was billed after cancelling my account I need urgent assistance with this.",Billing & Payments,Critical,Phone,Negative,Resolved,0.5,1.5,4,15,87,dear team billed cancelling account need urgent assistance,87,8
TKT-1173,"Dear team, How many users can I add under a single license Looking forward to your prompt response.",Product Information,Medium,Chat,Negative,Pending,3.84,214.49,3,18,99,dear team many user add single license looking forward prompt response,99,11
TKT-1174,Does the product support integration with Salesforce Please let me know what steps I should take.,Product Information,Medium,Phone,Neutral,Pending,2.99,6.09,3,16,97,product support integration salesforce please let know step take,97,9
TKT-1175,"Dear team, The delivery estimate keeps getting pushed further",Shipping & Delivery,Medium,Email,Neutral,Escalated,6.79,110.32,1,9,61,dear team delivery estimate keep getting pushed,61,7
TKT-1176,"Hi there, Is there an API available for custom integrations I have been waiting for a while now.",Product Information,Medium,Web Form,Neutral,Resolved,6.32,87.15,4,18,96,api available custom integration waiting,96,5
TKT-1177,"Hi there, I cannot log in to my account after the update",Technical Support,Low,Chat,Positive,Pending,47.95,94.09,4,12,56,cannot log account update,56,4
TKT-1178,"Hi team, Error message appears every time I try to save I have been waiting for a while now.",Technical Support,Low,Phone,Negative,Pending,44.71,147.77,3,19,92,team error message appears every time try save waiting,92,9
TKT-1179,"To whom it may concern, My promo code is not being applied to my bill Looking forward to your prompt response.",Billing & Payments,Low,Chat,Positive,Escalated,38.21,85.51,1,21,110,may concern promo code applied bill looking forward prompt response,110,10
TKT-1180,"To whom it may concern, What are the system requirements for your software Please let me know what steps I should take.",Product Information,Low,Email,Negative,Resolved,16.24,21.01,4,22,119,may concern system requirement software please let know step take,119,10
TKT-1181,"Hi there, I want to merge two accounts into one Please help me resolve this as soon as possible.",Account Management,Low,Chat,Negative,Resolved,0.5,5.91,4,19,96,want merge two account one please help resolve soon possible,96,10
TKT-1182,"Hello, I want to change the delivery address for my order This is affecting my work significantly.",Shipping & Delivery,Medium,Phone,Negative,Resolved,23.6,78.09,3,17,98,hello want change delivery address order affecting work significantly,98,9
TKT-1183,"Dear team, The return window has passed but the item is broken This is affecting my work significantly.",Returns & Refunds,Medium,Web Form,Positive,Resolved,1.84,26.72,5,18,103,dear team return window passed item broken affecting work significantly,103,10
TKT-1184,"Dear team, I sent the return package but got no confirmation",Returns & Refunds,High,Email,Negative,Resolved,2.92,4.02,4,11,60,dear team sent return package got confirmation,60,7
TKT-1185,"Hi there, My invoice shows incorrect amount, please fix it This is affecting my work significantly.",Billing & Payments,Low,Email,Positive,Resolved,20.12,104.32,5,16,99,invoice show incorrect amount please fix affecting work significantly,99,9
TKT-1186,"Good day, Is there an API available for custom integrations Please let me know what steps I should take.",Product Information,Low,Chat,Neutral,Resolved,29.42,31.73,5,19,104,good day api available custom integration please let know step take,104,11
TKT-1187,"To whom it may concern, I need a prepaid return label for my item",Returns & Refunds,Low,Web Form,Negative,Pending,30.05,146.55,2,14,65,may concern need prepaid return label item,65,7
TKT-1188,"To whom it may concern, The delivery estimate keeps getting pushed further Thank you for your help.",Shipping & Delivery,High,Chat,Positive,Pending,6.8,14.02,3,17,99,may concern delivery estimate keep getting pushed thank help,99,9
